percent_perturbed,perturbation,input,readable_output,model_type,tokenized_output,confidence,bleu_score,control_number
20,cardinal numbers,bpe_set/removed_named_entities_cardinal_20.en.bpe,translations/out_removed_named_entities_cardinal_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_cardinal_20.fr_shuffled.bpe,μ = 33.9 ± 0.7,33.9,48
30,cardinal numbers,bpe_set/removed_named_entities_cardinal_30.en.bpe,translations/out_removed_named_entities_cardinal_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_cardinal_30.fr_shuffled.bpe,μ = 33.7 ± 0.7,33.7,48
40,cardinal numbers,bpe_set/removed_named_entities_cardinal_40.en.bpe,translations/out_removed_named_entities_cardinal_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_cardinal_40.fr_shuffled.bpe,μ = 33.6 ± 0.7,33.6,48
50,cardinal numbers,bpe_set/removed_named_entities_cardinal_50.en.bpe,translations/out_removed_named_entities_cardinal_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_cardinal_50.fr_shuffled.bpe,μ = 33.4 ± 0.7,33.4,48
60,cardinal numbers,bpe_set/removed_named_entities_cardinal_60.en.bpe,translations/out_removed_named_entities_cardinal_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_cardinal_60.fr_shuffled.bpe,μ = 33.4 ± 0.7,33.4,48
70,cardinal numbers,bpe_set/removed_named_entities_cardinal_70.en.bpe,translations/out_removed_named_entities_cardinal_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_cardinal_70.fr_shuffled.bpe,μ = 33.2 ± 0.7,33.2,48
80,cardinal numbers,bpe_set/removed_named_entities_cardinal_80.en.bpe,translations/out_removed_named_entities_cardinal_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_cardinal_80.fr_shuffled.bpe,μ = 33.1 ± 0.7,33.1,48
90,cardinal numbers,bpe_set/removed_named_entities_cardinal_90.en.bpe,translations/out_removed_named_entities_cardinal_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_cardinal_90.fr_shuffled.bpe,μ = 32.9 ± 0.7,32.9,48
100,named organizations,bpe_set/removed_named_entities_organization_100.en.bpe,translations/out_removed_named_entities_organization_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_organization_100.fr_shuffled.bpe,μ = 29.0 ± 0.6,29.0,49
10,named organizations,bpe_set/removed_named_entities_organization_10.en.bpe,translations/out_removed_named_entities_organization_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_organization_10.fr_shuffled.bpe,μ = 33.6 ± 0.7,33.6,49
20,named organizations,bpe_set/removed_named_entities_organization_20.en.bpe,translations/out_removed_named_entities_organization_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_organization_20.fr_shuffled.bpe,μ = 33.1 ± 0.7,33.1,49
30,named organizations,bpe_set/removed_named_entities_organization_30.en.bpe,translations/out_removed_named_entities_organization_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_organization_30.fr_shuffled.bpe,μ = 32.5 ± 0.7,32.5,49
40,named organizations,bpe_set/removed_named_entities_organization_40.en.bpe,translations/out_removed_named_entities_organization_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_organization_40.fr_shuffled.bpe,μ = 32.0 ± 0.7,32.0,49
50,named organizations,bpe_set/removed_named_entities_organization_50.en.bpe,translations/out_removed_named_entities_organization_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_organization_50.fr_shuffled.bpe,μ = 31.6 ± 0.7,31.6,49
60,named organizations,bpe_set/removed_named_entities_organization_60.en.bpe,translations/out_removed_named_entities_organization_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_organization_60.fr_shuffled.bpe,μ = 31.0 ± 0.7,31.0,49
70,named organizations,bpe_set/removed_named_entities_organization_70.en.bpe,translations/out_removed_named_entities_organization_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_organization_70.fr_shuffled.bpe,μ = 30.5 ± 0.7,30.5,49
80,named organizations,bpe_set/removed_named_entities_organization_80.en.bpe,translations/out_removed_named_entities_organization_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_organization_80.fr_shuffled.bpe,μ = 30.0 ± 0.7,30.0,49
90,named organizations,bpe_set/removed_named_entities_organization_90.en.bpe,translations/out_removed_named_entities_organization_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_organization_90.fr_shuffled.bpe,μ = 29.5 ± 0.6,29.5,49
100,named people,bpe_set/removed_named_entities_person_100.en.bpe,translations/out_removed_named_entities_person_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_person_100.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50
10,named people,bpe_set/removed_named_entities_person_10.en.bpe,translations/out_removed_named_entities_person_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_person_10.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50
20,named people,bpe_set/removed_named_entities_person_20.en.bpe,translations/out_removed_named_entities_person_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_person_20.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50
30,named people,bpe_set/removed_named_entities_person_30.en.bpe,translations/out_removed_named_entities_person_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_person_30.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50
40,named people,bpe_set/removed_named_entities_person_40.en.bpe,translations/out_removed_named_entities_person_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_person_40.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50
50,named people,bpe_set/removed_named_entities_person_50.en.bpe,translations/out_removed_named_entities_person_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_person_50.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50
60,named people,bpe_set/removed_named_entities_person_60.en.bpe,translations/out_removed_named_entities_person_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_person_60.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50
70,named people,bpe_set/removed_named_entities_person_70.en.bpe,translations/out_removed_named_entities_person_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_person_70.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50
80,named people,bpe_set/removed_named_entities_person_80.en.bpe,translations/out_removed_named_entities_person_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_person_80.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50
90,named people,bpe_set/removed_named_entities_person_90.en.bpe,translations/out_removed_named_entities_person_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_removed_named_entities_person_90.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,50
100,articles,bpe_set/rm_articles_100.en.bpe,translations/out_rm_articles_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_articles_100.fr_shuffled.bpe,μ = 33.0 ± 0.7,33.0,51
10,articles,bpe_set/rm_articles_10.en.bpe,translations/out_rm_articles_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_articles_10.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,51
20,articles,bpe_set/rm_articles_20.en.bpe,translations/out_rm_articles_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_articles_20.fr_shuffled.bpe,μ = 34.1 ± 0.7,34.1,51
30,articles,bpe_set/rm_articles_30.en.bpe,translations/out_rm_articles_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_articles_30.fr_shuffled.bpe,μ = 34.1 ± 0.7,34.1,51
40,articles,bpe_set/rm_articles_40.en.bpe,translations/out_rm_articles_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_articles_40.fr_shuffled.bpe,μ = 33.9 ± 0.7,33.9,51
50,articles,bpe_set/rm_articles_50.en.bpe,translations/out_rm_articles_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_articles_50.fr_shuffled.bpe,μ = 33.9 ± 0.7,33.9,51
60,articles,bpe_set/rm_articles_60.en.bpe,translations/out_rm_articles_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_articles_60.fr_shuffled.bpe,μ = 33.8 ± 0.7,33.8,51
70,articles,bpe_set/rm_articles_70.en.bpe,translations/out_rm_articles_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_articles_70.fr_shuffled.bpe,μ = 33.7 ± 0.7,33.7,51
80,articles,bpe_set/rm_articles_80.en.bpe,translations/out_rm_articles_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_articles_80.fr_shuffled.bpe,μ = 33.6 ± 0.7,33.6,51
90,articles,bpe_set/rm_articles_90.en.bpe,translations/out_rm_articles_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_articles_90.fr_shuffled.bpe,μ = 33.3 ± 0.7,33.3,51
100,demonstrative,bpe_set/rm_demonstrative_100.en.bpe,translations/out_rm_demonstrative_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_demonstrative_100.fr_shuffled.bpe,μ = 33.0 ± 0.7,33.0,52
10,demonstrative,bpe_set/rm_demonstrative_10.en.bpe,translations/out_rm_demonstrative_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_demonstrative_10.fr_shuffled.bpe,μ = 34.2 ± 0.7,34.2,52
20,demonstrative,bpe_set/rm_demonstrative_20.en.bpe,translations/out_rm_demonstrative_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_demonstrative_20.fr_shuffled.bpe,μ = 34.1 ± 0.7,34.1,52
30,demonstrative,bpe_set/rm_demonstrative_30.en.bpe,translations/out_rm_demonstrative_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_demonstrative_30.fr_shuffled.bpe,μ = 34.0 ± 0.7,34.0,52
40,demonstrative,bpe_set/rm_demonstrative_40.en.bpe,translations/out_rm_demonstrative_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_demonstrative_40.fr_shuffled.bpe,μ = 33.9 ± 0.7,33.9,52
50,demonstrative,bpe_set/rm_demonstrative_50.en.bpe,translations/out_rm_demonstrative_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_demonstrative_50.fr_shuffled.bpe,μ = 33.9 ± 0.7,33.9,52
60,demonstrative,bpe_set/rm_demonstrative_60.en.bpe,translations/out_rm_demonstrative_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_demonstrative_60.fr_shuffled.bpe,μ = 33.8 ± 0.7,33.8,52
70,demonstrative,bpe_set/rm_demonstrative_70.en.bpe,translations/out_rm_demonstrative_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_demonstrative_70.fr_shuffled.bpe,μ = 33.7 ± 0.7,33.7,52
80,demonstrative,bpe_set/rm_demonstrative_80.en.bpe,translations/out_rm_demonstrative_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_demonstrative_80.fr_shuffled.bpe,μ = 33.6 ± 0.7,33.6,52
90,demonstrative,bpe_set/rm_demonstrative_90.en.bpe,translations/out_rm_demonstrative_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_rm_demonstrative_90.fr_shuffled.bpe,μ = 33.5 ± 0.7,33.5,52
100,determiner,bpe_set/without_DT_100.en.bpe,translations/out_without_DT_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_DT_100.fr_shuffled.bpe,μ = 32.1 ± 0.7,32.1,53
10,determiner,bpe_set/without_DT_10.en.bpe,translations/out_without_DT_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_DT_10.fr_shuffled.bpe,μ = 34.1 ± 0.7,34.1,53
20,determiner,bpe_set/without_DT_20.en.bpe,translations/out_without_DT_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_DT_20.fr_shuffled.bpe,μ = 33.8 ± 0.7,33.8,53
30,determiner,bpe_set/without_DT_30.en.bpe,translations/out_without_DT_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_DT_30.fr_shuffled.bpe,μ = 33.8 ± 0.7,33.8,53
40,determiner,bpe_set/without_DT_40.en.bpe,translations/out_without_DT_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_DT_40.fr_shuffled.bpe,μ = 33.5 ± 0.7,33.5,53
50,determiner,bpe_set/without_DT_50.en.bpe,translations/out_without_DT_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_DT_50.fr_shuffled.bpe,μ = 33.2 ± 0.7,33.2,53
60,determiner,bpe_set/without_DT_60.en.bpe,translations/out_without_DT_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_DT_60.fr_shuffled.bpe,μ = 33.1 ± 0.7,33.1,53
70,determiner,bpe_set/without_DT_70.en.bpe,translations/out_without_DT_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_DT_70.fr_shuffled.bpe,μ = 32.9 ± 0.7,32.9,53
80,determiner,bpe_set/without_DT_80.en.bpe,translations/out_without_DT_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_DT_80.fr_shuffled.bpe,μ = 32.6 ± 0.7,32.6,53
90,determiner,bpe_set/without_DT_90.en.bpe,translations/out_without_DT_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_DT_90.fr_shuffled.bpe,μ = 32.4 ± 0.7,32.4,53
100,prepositions,bpe_set/without_prep_100.en.bpe,translations/out_without_prep_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_prep_100.fr_shuffled.bpe,μ = 28.6 ± 0.6,28.6,54
10,prepositions,bpe_set/without_prep_10.en.bpe,translations/out_without_prep_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_prep_10.fr_shuffled.bpe,μ = 33.7 ± 0.7,33.7,54
20,prepositions,bpe_set/without_prep_20.en.bpe,translations/out_without_prep_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_prep_20.fr_shuffled.bpe,μ = 33.3 ± 0.8,33.3,54
30,prepositions,bpe_set/without_prep_30.en.bpe,translations/out_without_prep_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_prep_30.fr_shuffled.bpe,μ = 32.9 ± 0.7,32.9,54
40,prepositions,bpe_set/without_prep_40.en.bpe,translations/out_without_prep_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_prep_40.fr_shuffled.bpe,μ = 32.3 ± 0.7,32.3,54
50,prepositions,bpe_set/without_prep_50.en.bpe,translations/out_without_prep_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_prep_50.fr_shuffled.bpe,μ = 31.9 ± 0.7,31.9,54
60,prepositions,bpe_set/without_prep_60.en.bpe,translations/out_without_prep_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_prep_60.fr_shuffled.bpe,μ = 31.0 ± 0.7,31.0,54
70,prepositions,bpe_set/without_prep_70.en.bpe,translations/out_without_prep_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_prep_70.fr_shuffled.bpe,μ = 30.6 ± 0.7,30.6,54
80,prepositions,bpe_set/without_prep_80.en.bpe,translations/out_without_prep_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_prep_80.fr_shuffled.bpe,μ = 30.1 ± 0.7,30.1,54
90,prepositions,bpe_set/without_prep_90.en.bpe,translations/out_without_prep_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_without_prep_90.fr_shuffled.bpe,μ = 29.3 ± 0.6,29.3,54
100,word corruption,bpe_set/with_typos_100.en.bpe,translations/out_with_typos_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_with_typos_100.fr_shuffled.bpe,μ = 0.3 ± 0.1,0.3,55
10,word corruption,bpe_set/with_typos_10.en.bpe,translations/out_with_typos_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_with_typos_10.fr_shuffled.bpe,μ = 28.9 ± 0.6,28.9,55
20,word corruption,bpe_set/with_typos_20.en.bpe,translations/out_with_typos_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_with_typos_20.fr_shuffled.bpe,μ = 23.0 ± 0.6,23.0,55
30,word corruption,bpe_set/with_typos_30.en.bpe,translations/out_with_typos_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_with_typos_30.fr_shuffled.bpe,μ = 18.1 ± 0.5,18.1,55
40,word corruption,bpe_set/with_typos_40.en.bpe,translations/out_with_typos_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_with_typos_40.fr_shuffled.bpe,μ = 13.2 ± 0.4,13.2,55
50,word corruption,bpe_set/with_typos_50.en.bpe,translations/out_with_typos_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_with_typos_50.fr_shuffled.bpe,μ = 9.6 ± 0.3,9.6,55
60,word corruption,bpe_set/with_typos_60.en.bpe,translations/out_with_typos_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_with_typos_60.fr_shuffled.bpe,μ = 6.6 ± 0.3,6.6,55
70,word corruption,bpe_set/with_typos_70.en.bpe,translations/out_with_typos_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_with_typos_70.fr_shuffled.bpe,μ = 4.2 ± 0.2,4.2,55
80,word corruption,bpe_set/with_typos_80.en.bpe,translations/out_with_typos_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_with_typos_80.fr_shuffled.bpe,μ = 2.4 ± 0.1,2.4,55
90,word corruption,bpe_set/with_typos_90.en.bpe,translations/out_with_typos_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_with_typos_90.fr_shuffled.bpe,μ = 1.2 ± 0.1,1.2,55
100,lemmatization,bpe_set/lemmatization_100.en.bpe,translations/out_lemmatization_100.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_lemmatization_100.fr_non-shuffled.bpe,μ = 35.7 ± 0.7,35.7,56
10,lemmatization,bpe_set/lemmatization_10.en.bpe,translations/out_lemmatization_10.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_lemmatization_10.fr_non-shuffled.bpe,μ = 41.8 ± 0.7,41.8,56
20,lemmatization,bpe_set/lemmatization_20.en.bpe,translations/out_lemmatization_20.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_lemmatization_20.fr_non-shuffled.bpe,μ = 41.2 ± 0.7,41.2,56
30,lemmatization,bpe_set/lemmatization_30.en.bpe,translations/out_lemmatization_30.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_lemmatization_30.fr_non-shuffled.bpe,μ = 40.5 ± 0.7,40.5,56
40,lemmatization,bpe_set/lemmatization_40.en.bpe,translations/out_lemmatization_40.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_lemmatization_40.fr_non-shuffled.bpe,μ = 39.9 ± 0.7,39.9,56
50,lemmatization,bpe_set/lemmatization_50.en.bpe,translations/out_lemmatization_50.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_lemmatization_50.fr_non-shuffled.bpe,μ = 39.3 ± 0.7,39.3,56
60,lemmatization,bpe_set/lemmatization_60.en.bpe,translations/out_lemmatization_60.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_lemmatization_60.fr_non-shuffled.bpe,μ = 38.7 ± 0.7,38.7,56
70,lemmatization,bpe_set/lemmatization_70.en.bpe,translations/out_lemmatization_70.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_lemmatization_70.fr_non-shuffled.bpe,μ = 37.9 ± 0.7,37.9,56
80,lemmatization,bpe_set/lemmatization_80.en.bpe,translations/out_lemmatization_80.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_lemmatization_80.fr_non-shuffled.bpe,μ = 37.3 ± 0.7,37.3,56
90,lemmatization,bpe_set/lemmatization_90.en.bpe,translations/out_lemmatization_90.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_lemmatization_90.fr_non-shuffled.bpe,μ = 36.4 ± 0.7,36.4,56
100,removed punctuation,bpe_set/no_punctuation_100.en.bpe,translations/out_no_punctuation_100.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_no_punctuation_100.fr_non-shuffled.bpe,μ = 40.1 ± 0.7,40.1,57
10,removed punctuation,bpe_set/no_punctuation_10.en.bpe,translations/out_no_punctuation_10.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_no_punctuation_10.fr_non-shuffled.bpe,μ = 42.1 ± 0.7,42.1,57
20,removed punctuation,bpe_set/no_punctuation_20.en.bpe,translations/out_no_punctuation_20.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_no_punctuation_20.fr_non-shuffled.bpe,μ = 41.9 ± 0.7,41.9,57
30,removed punctuation,bpe_set/no_punctuation_30.en.bpe,translations/out_no_punctuation_30.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_no_punctuation_30.fr_non-shuffled.bpe,μ = 41.8 ± 0.7,41.8,57
40,removed punctuation,bpe_set/no_punctuation_40.en.bpe,translations/out_no_punctuation_40.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_no_punctuation_40.fr_non-shuffled.bpe,μ = 41.7 ± 0.7,41.7,57
50,removed punctuation,bpe_set/no_punctuation_50.en.bpe,translations/out_no_punctuation_50.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_no_punctuation_50.fr_non-shuffled.bpe,μ = 41.4 ± 0.7,41.4,57
60,removed punctuation,bpe_set/no_punctuation_60.en.bpe,translations/out_no_punctuation_60.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_no_punctuation_60.fr_non-shuffled.bpe,μ = 41.2 ± 0.7,41.2,57
70,removed punctuation,bpe_set/no_punctuation_70.en.bpe,translations/out_no_punctuation_70.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_no_punctuation_70.fr_non-shuffled.bpe,μ = 40.8 ± 0.7,40.9,57
80,removed punctuation,bpe_set/no_punctuation_80.en.bpe,translations/out_no_punctuation_80.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_no_punctuation_80.fr_non-shuffled.bpe,μ = 40.5 ± 0.7,40.5,57
90,removed punctuation,bpe_set/no_punctuation_90.en.bpe,translations/out_no_punctuation_90.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_no_punctuation_90.fr_non-shuffled.bpe,μ = 40.1 ± 0.7,40.1,57
